"trait_name","stat_name","avg_stat_value","sd_stat_value","signal_perc"
"Feeding","Delta",1.62941832060485,0.308198154861495,4.49438202247191
"Mig","Delta",0.918518977061572,0.332061735862865,8.98876404494382
"log_gen_length","Pagel's lambda",0.0803091516668518,0.106385467691284,0
"log_mass","Pagel's lambda",0.696652403902864,0.0382005693309071,100
"log_max_brood","Pagel's lambda",0.377407239940525,0.0951302234275259,82.0224719101124
