"SiteID","avg_FDD","sd_FDD","avg_GDD5","sd_GDD5"
102,-339.460000419617,181.643658584096,2568.67501220703,154.322903619483
104,-641.894737645199,274.572416849834,2283.43158922697,165.914315537013
110,-455.10526115016,243.24186535808,2522.66843133224,192.987117534339
112,-400.61666615804,231.702994616588,2605.26668294271,229.578705717988
114,-410.784995651245,195.368678768604,2546.025,156.465969271247
155,-409.989999771118,215.646336941611,2560.42000732422,162.232178831707
158,-316.242852347238,165.985523406308,2456.5713936942,155.325389856583
165,-514.394993972778,234.75369577126,2468.87498779297,165.16537188771
169,-409.989999771118,215.646336941611,2560.42000732422,162.232178831707
201,-286.285000991821,168.213584849675,2518.575,154.674249668425
204,-413.825002670288,179.664385563081,2560.14998779297,149.924842188191
206,-298.80000243187,183.429008215534,2606.12999267578,183.458097730509
211,-284.942858014788,170.612613659178,2458.57146344866,160.926366288059
212,-284.942858014788,170.612613659178,2458.57146344866,160.926366288059
223,-491.168743610382,259.675394004251,2441.18748474121,176.23147421177
303,-753.884999084473,249.782131426067,2133.06000366211,151.856362080625
310,-634.435000991822,269.956434759048,2356.83001098633,167.55241182691
403,-656.095002746582,240.050450659668,2473.65499267578,151.783471185207
412,-610.890002822876,270.354760017738,2379.67001953125,161.651662173427
414,-600.300001256606,289.119366923343,2423.4117862477,173.268382319205
506,-851.093742370606,186.94627334933,2140.35623931885,161.405976633311
507,-796.425,229.871325976275,2284.23997802734,151.230294811164
508,-777.082357967601,174.873138492328,2219.88821231618,170.757302444043
601,-950.570013427733,284.763489391177,2183.99496459961,136.29272790649
603,-898.84499206543,271.631543635368,2169.91000976563,135.701488800447
701,-1041.13000030518,248.489760079682,2113.60498046875,146.675871942903
702,-1014.00000152588,263.241089088557,2126.21498413086,140.726319513607
703,-1108.55999755859,268.131640970764,2042.11500244141,141.636495755947
705,-1052.87499389648,256.980062493844,2097.61001586914,141.15895067167
710,-1080.8882410386,288.389177409044,2124.11766142004,126.702948970559
802,-560.175002288818,250.48002084793,2318.35500488281,166.830819966219
811,-693.894114774816,251.602283101064,2140.09997558594,127.194797765782
903,-828.929998779297,302.6797223041,2209.81000976563,162.168891910247
908,-812.868424265008,226.740394389385,2202.79476125617,176.597478056667
909,-792.770005798339,277.53362113403,2234.73500976562,157.407909317189
910,-857.278945119758,277.912096135524,2216.15789473684,132.568857048437
1001,-645.35,216.253483469018,2061.20000610352,140.834380008087
1003,-867.060003662109,271.837514309578,2026.65,145.087546984891
1101,-887.860005187988,264.8668406332,1953.79498901367,150.302767908832
1113,-1501.07000427246,293.33153422369,1617.91500244141,163.128576229248
1204,-1312.95501098633,298.190666706254,1774.13000488281,135.337056231558
1206,-1045.74499511719,311.233715625879,1988.3549987793,162.327636290591
1212,-1216.27499084473,302.45300494686,1895.91999511719,140.92892968531
1214,-1074.675,311.928573579834,1974.68498535156,155.014529503423
1262,-1147.40500488281,286.475662537199,1812.63499755859,159.420858917664
1280,-1017.88125228882,338.964941567813,2056.26875305176,163.620514192426
1304,-1746.10999755859,240.758930509157,1354.72998657227,141.353658720248
1306,-1576.41765280331,259.284880162988,1383.51766429228,156.987409997686
1308,-1711.21578818873,207.866493994037,1054.91577790913,136.180723118878
1310,-1266.62499694824,261.112512889308,1822.43999633789,159.786472061583
1312,-1625.34444851345,220.510567612519,1577.98889160156,164.608908121698
1316,-1847.2200012207,224.112590751315,1325.05499267578,155.208615430295
