"","f_dis","cwm_pc1"
"1",0.506846885225114,-0.633121750338077
"2",1.1268051747882,-0.201543046757097
"3",1.88448597464535,0.790913996412607
"4",1.13433529686845,1.02664310647152
"7",1.39000369034673,0.463373637011513
"8",1.57019584304168,0.0994787480295681
"9",1.17478076528921,-0.477671890399752
"10",1.09877940032783,-0.755827551190348
"12",1.39497628193396,0.562887042522059
"13",1.4560656948738,-0.246438114220549
"14",1.4532160429513,0.164671958456108
"16",1.21342104699695,-0.728039969145772
"19",1.62872338784363,0.380483496172682
"22",2.03711899643386,0.667991824847963
"23",1.58473466605488,0.358189763881815
"24",1.00059923917146,-0.652404162904891
"25",1.24772452224609,-0.32476201080315
"26",1.85237810753859,0.398097803039008
"27",1.75346765027231,1.02366521806188
"28",1.05775620733106,-0.744250152301419
"29",1.03732678508768,-0.465418238722557
"30",0.944825019448881,-0.896113650514159
"32",1.8437857509644,0.536285965705651
"33",1.9592205415153,0.380452791904577
"36",1.08688908618307,-0.646532317656525
"38",1.14691747104137,-0.67984864760179
"39",1.16636333031147,-0.255633252869203
"40",1.18224386126877,-0.33957344314897
"41",0.760873715384426,-0.502220222704706
"42",1.4922448561592,0.141335646216133
"45",1.97041116314009,0.855779130565226
"47",1.01021066893448,-0.615062568211963
"49",1.4638598112669,-0.239540618472958
"50",1.85036226485771,1.24680705357047
"51",1.51174725177481,0.130748572577864
"52",1.62554211233213,0.243029150955727
"54",1.07355958061922,-1.0715230542925
"55",0.833228248326916,-0.868056038615884
"56",0.933636978264127,-0.908026158185253
"57",1.72606480590458,0.592340078179252
"58",1.19561363420489,-0.369837402190417
"60",1.16144555348165,-0.518038416820896
"63",1.26188645182252,-0.389022004395445
"65",1.29932768138224,-0.528140615331172
"67",1.73716511625908,-0.213279386045219
"68",1.2820836265921,-0.517684908353652
"70",1.34237286644693,-0.343921331502934
"71",1.53334834285616,-0.179805099888829
"72",1.46236918335035,-0.123975767214903
"73",1.56065678465091,-0.0483111787772101
"74",1.14487142015857,-0.50425036074623
"75",0.789270331604907,-0.747310521569912
"77",1.99435741072043,0.440478822882718
"78",1.66082269288107,0.255197692229481
"81",1.77834054368647,0.0393072033775345
"82",1.96092047889766,0.54015385604718
"84",1.17165648191586,-0.48758752189786
"86",1.48370500428217,0.415194357793737
"89",1.40098789262595,0.094955360116296
"90",1.79331738523502,0.361573041154219
"91",1.39721823985255,-0.360824998181925
"93",1.22816855677324,-0.467210517964867
"96",1.20249378000668,-0.293737312468474
"97",1.79274604675332,0.733004359917847
"98",1.04695226963542,-0.846326217396093
"99",1.38753687509217,-0.248799714341427
"100",1.13715312302794,-0.621300436085814
"103",1.68799937107623,0.76877323258897
"104",1.83148424870402,0.180343486036885
"106",1.24508708938327,-0.300077017809865
"107",1.01093527803645,-0.640042281999192
"108",1.18364283444268,-0.944579762388983
"109",1.59570729033069,-0.258582032911012
"110",1.55900016246089,-0.12799572921741
"113",1.35903267370995,-0.296949858465625
"114",0.918710840546103,-0.662828121303008
"115",1.12067504351835,-0.462871895298094
"116",1.00619267788791,-0.50324440093751
"117",1.34462759660396,-0.271564711580613
"118",1.58300473819496,-0.155017484611006
"119",1.10914334996613,-1.08235345546787
"120",1.38506795563288,-0.703498441386675
"123",1.23173923712591,-0.489751787967464
"124",1.29498062059893,-0.362142199668356
"125",1.84864229404829,0.967823523732354
"126",1.75924444639376,1.12079415839746
"129",1.48017285614561,0.0435304641215397
"130",0.96358914599104,-0.903528736131623
"131",1.69132713026841,0.100816231859652
"132",1.38120792883946,-0.3599858864808
"134",1.96885891104153,1.19569296581161
"135",1.0119742854136,-0.685563375113952
"136",0.923106365592547,-0.763612789285497
"137",1.12455530910687,-0.581852019037328
"138",1.02569350976845,-0.560806470684544
"139",1.5369681770892,0.220205508514617
"140",1.1500793067605,-0.88839965334585
"141",0.7005064299426,-0.680778354776387
"142",1.48035113600716,0.202788627462422
"143",1.06529645102888,-0.3486827300922
"146",0.925513477070178,-0.663733288428565
"147",1.89449866709704,1.03989865154977
"148",1.4239059682628,-0.442354030976696
"149",1.70258946708222,0.342810660116635
"150",1.8080544951702,0.495126433253808
"151",0.572281645524235,-0.717642092098951
"153",1.36051483457777,-0.250059581434498
"154",1.11361730180569,-0.762384400024571
"155",1.46672331672509,-0.149507548383306
"156",1.10400983324536,-0.504826610899959
"158",0.980980283523169,-0.621769034756193
"159",1.07854786083965,-0.301741977421883
"161",0.791117171677461,-0.977211543388216
"162",1.35428344842373,-0.456209465036298
"163",1.33810089952449,-0.512560328206889
"164",2.0617020788898,0.740751427727077
"166",1.15577638811661,-0.33680793471574
"169",1.54659824481744,0.292716728007487
"170",1.70108177628139,1.02482859134836
"171",1.78485798620143,0.22496115019916
"174",1.01598911110365,-0.828603562983928
"175",1.04978995834136,-0.71887572848581
"176",1.2170186648647,-0.325059263664023
"178",1.21628304699218,-0.207616842551346
"179",1.4079125437003,-0.168559527601772
"180",0.894011541265956,-0.92742139841396
"181",1.00547837914191,-0.728926823540609
"182",1.27053809078384,-0.647578689459477
"184",0.880528422649657,-0.899168414530381
"185",1.51154008374531,0.328340039908845
"186",0.870973896592312,-0.731999902556607
"188",0.923544251842401,-0.657915487828841
"189",1.79463372980518,0.593501964263672
"191",0.924467674081389,-0.597814618169301
"192",0.687972315136794,-0.728423681172604
"193",1.27171223026911,-0.246828677626051
"195",1.7160315521839,0.316316855510614
"198",1.34076916168835,-0.166441653555339
"200",0.68962540491181,-0.875834758605873
"202",1.14295492015939,-0.655320386110264
"203",1.55026936105439,0.874077804976863
"206",1.08325224185603,-0.663188430246601
"207",1.75797221505997,0.366970200678761
"208",1.45898304864821,-0.420601165198569
"214",1.40206957453347,-0.278594048554457
"215",1.52438664966834,-0.563413648632066
"216",1.33383874424395,-0.244553227128158
"217",1.37768717039186,-0.323260243409202
"218",1.79465971387931,0.402983922378044
"221",1.7295578537624,0.0857675835601924
"222",1.96947420822373,0.451789699206276
"223",1.08992109656277,-0.44049683200637
"224",1.18016274195685,-0.55308587701826
"225",0.815408556244045,-1.10918551358782
"226",1.1872431333883,-0.358194245595474
"227",1.00177161042822,-0.75001311293631
"228",1.21719497230465,-0.37809731961168
"232",1.43882149810523,-0.18020108002408
"235",2.04357873981805,0.68228504185551
"236",1.79249636996974,0.806476642206564
"237",1.57732538257473,-0.0358328365953117
"238",1.6726053379083,0.049361086837121
"241",1.79605835790716,0.155840952530966
"242",1.78963794733791,0.14433344951093
"243",1.56997762388348,-0.274796786682829
"245",0.888819192581999,-0.849399202961108
"247",1.75222925837662,0.176792025679287
"249",0.939649349360997,-0.573440900465592
"250",1.64190836349123,1.04021344660705
"255",1.11007033339002,-0.725127517559245
"256",1.86022253307556,0.0717393680897742
"257",1.11892477659999,-0.684880032880029
"258",1.26828768767046,-0.947213593538598
"259",0.810549070467196,-0.598825584608452
"261",0.845577614167224,-0.711203925565461
"262",1.04251185090997,-1.20883290574876
"263",1.88523586655309,0.218591051129
"265",1.21982753019952,-0.294308235542844
"269",1.63008782237763,-0.242056125226832
"271",1.8668986208085,0.500269743618193
"273",1.57503767618378,-0.041821949691277
"274",1.1271084477395,-0.331550071302837
"275",0.788903278415742,-0.909823842416084
"280",1.88369588637716,0.871839635721389
"281",1.58604340956516,0.101258956907725
"287",1.01967767905369,-0.833844228773406
"292",1.67114684837457,0.0693321506243271
"294",1.67650111796991,0.36298104405749
"297",1.43434824176734,-0.222861324775347
"299",1.09283688245942,-1.238323235039
"300",0.785359374489033,-1.00567829050354
"301",1.10844670400488,-0.783891059859092
"302",1.40581031177915,1.09149382801309
"303",1.32018935408754,-0.204479106180879
"304",1.36027470737154,-0.640967289149155
"305",1.36882225417611,-0.698494124228647
"306",1.62294856565254,-0.0418747548099841
"309",1.62540663356842,0.0209272295240203
"310",1.51140364529077,0.468054730189556
"312",1.21385955437289,-0.248997401011153
"314",1.9017006708313,0.8120874082696
"315",1.42450100403164,-0.573044827465741
"316",1.1028557095498,-0.631549499957636
"317",1.64805715196754,-0.154769072509335
"318",1.24337646082931,-0.635766226815385
"319",1.18946531089188,-0.523223269245057
"320",1.24858812245098,-0.159095797885316
"321",0.987084727123283,-0.52202614886984
"322",1.74903741473915,0.164424937806575
"323",1.30362821488195,-0.417800511248969
"324",0.941683909988836,-0.678857221535759
"325",1.44550006744399,-0.00817944099661119
"326",0.943747306067008,-0.626301902894257
"327",1.73028269155437,0.196832480354183
"329",1.27741408895424,-0.197191723083303
"330",1.40880702850266,-0.338012673329463
"332",0.832689764110924,-1.0092389445715
"333",1.04716004177703,-0.520703963987714
"334",1.69138329991214,1.06119828330503
"335",2.01867371024045,0.7773750444624
"337",0.941127284394057,-0.0219085488939824
"338",1.56346803161128,-0.225600856074956
"339",1.88217158688423,0.853541641521362
"340",1.25683190646201,-0.279993382151131
"341",1.04840885771895,-0.0857591147208328
"342",1.59914127648349,0.198613023976049
"345",0.909914402331127,-0.915147815986902
