"SiteID","avg_FDD","sd_FDD","avg_GDD5","sd_GDD5"
1,-951.4,310.483914093012,2067.44001464844,158.417266953971
2,-949.962503433228,323.973630122391,2004.19998931885,181.115254899457
3,-952.461533766526,328.180850714646,2009.72306941106,188.009608219447
4,-621.263153076172,170.936337574193,2221.57895379317,170.553677655022
7,-528.829997253418,225.46322771462,2414.73500976562,164.381997000635
8,-628.088231703814,165.507925208987,2105.00588091682,141.683495056704
9,-627.369999694824,261.406997380441,2252.0200012207,162.401200668341
10,-619.890002441406,169.727391303849,2176.49498291016,162.731781976244
12,-607.909996032715,176.769661633937,2218.14000854492,166.715647639538
13,-589.780002593994,174.761160724298,2234.97999267578,168.277972397294
14,-496.858822990866,146.087068368642,2276.52350930607,175.140012767495
16,-553.422222561306,152.170000041771,2272.48891194661,172.476460455963
19,-672.725003051758,171.048475217925,2102.88001708984,161.87889719864
22,-578.661541278546,174.875507003333,2092.27690241887,133.44503760946
23,-1459.60768479567,203.829147340738,1544.13845590445,133.912037060589
24,-1231.83000183105,273.568684951401,1848.80999755859,150.407425987889
25,-1505.9700012207,242.693951516238,1654.42498779297,159.552608484489
26,-786.729997253418,175.528413723475,2209.95499267578,159.631298659921
27,-822.659996032715,178.445698120454,2142.175,155.933727377976
28,-800.05,272.870684386749,2262.28999023438,151.55293845452
29,-990.757887990851,313.162273381831,2029.03159051192,158.927836202966
30,-1067.98500061035,209.490494649208,1931.0799987793,156.285285189713
32,-777.964283534459,299.125006231499,2100.85711669922,183.706830463045
33,-847.694999694824,298.381566484824,2024.40501708984,158.608899615828
36,-752.290005493164,182.000583157931,2061.30498657227,155.499947660075
38,-1536.9049987793,233.557553655551,1523.7700012207,173.623597326954
39,-1030.26500244141,301.250553387796,2039.16998901367,146.552865955481
40,-697.289997863769,177.827339027991,2099.14499511719,158.349520555186
41,-993.805004882812,241.346760890194,2100.40996704102,160.182746929677
42,-1506.5450012207,229.676503233863,1693.44499511719,159.662491397906
45,-745.675001525879,176.793997904726,2260.90500488281,172.129214499532
47,-818.79999582391,294.964844560336,2034.0052682977,166.655608558946
49,-743.224995422363,224.435365492044,2051.14002685547,173.054925636669
50,-615.157143729074,158.334037473501,1913.64285714286,117.328589014698
51,-673.375006103516,173.108146661402,2028.23999633789,156.206920025493
52,-666.834999847412,267.896694513022,2114.67501831055,163.482116443621
54,-709.531582480983,265.603497892968,2048.5158177426,139.916765803559
55,-795.422227647569,172.601669448158,1984.85555691189,159.593003065942
56,-725.670001220703,176.216260887954,1933.72501220703,153.814690334382
57,-1050.55000305176,285.838276697703,1998.57999267578,140.053361824925
58,-709.011113484701,264.730288671081,2401.63887532552,178.061871204023
60,-889.533331976997,171.375569377969,2110.51112196181,163.211190164118
63,-753.62940530216,155.753523797511,2267.05884507123,189.067962815037
65,-891.817648494945,179.600546621574,2060.71764418658,145.743169685751
67,-884.259999084473,201.477275142474,2109.64000854492,153.115480794344
68,-934.624993896484,230.022120487156,2126.0049987793,171.298023578964
70,-1562.25499267578,236.068239926206,1471.63501586914,165.512826146651
71,-1572.94499511719,295.487830726363,1545.67999267578,157.376288436208
72,-1600.11578690378,244.846615424215,1501.39473684211,158.127874616369
73,-667.369995117188,225.562345420861,2381.07499389648,179.424528472277
74,-936.799994973575,175.494678264911,1993.56470444623,134.471472645612
75,-951.988898383247,167.886262882121,1971.4110921224,158.508532677214
77,-530.716669718424,200.622619657783,2365.60001627604,228.181724621356
78,-674.774998474121,276.359551796804,2413.06499023437,170.815341779534
81,-496.945000457764,183.403881716691,2474.97000732422,151.210158862258
82,-1426.66666666667,199.303767689571,1616.9611070421,171.550652808803
84,-685.384992218018,214.584272505764,2250.06998901367,178.967364408609
86,-686.999996409697,213.219148690071,2326.83527688419,163.982238015448
89,-747.144444783529,225.271721765454,2253.36111111111,161.005262742833
90,-630.134998321533,174.237983861843,2244.93997192383,164.945261032042
91,-698.754995727539,211.347018110841,2277.4950012207,193.537531464679
93,-1428.6799987793,211.974860054993,1583.39499511719,175.701876600375
96,-1414.68948524877,223.172579429219,1632.90001156456,163.785952147711
97,-1566.90998535156,253.090881191565,1592.99498901367,163.692741150563
98,-1444.83750915527,236.96965621101,1610.58123779297,150.006542159313
99,-1394.79498901367,259.848661840066,1693.18500366211,158.105022949072
100,-1504.29000244141,213.393899989878,1531.5799987793,171.773448417714
103,-662.350003814697,246.099703846727,2150.52501831055,150.051879893098
104,-647.406251907349,263.860037298986,2169.54373168945,151.094942909658
106,-919.778946725946,171.61575641968,2099.61053145559,161.731178718787
107,-972.914994812012,187.347413364152,2032.83499145508,156.753442211694
108,-1194.70554945204,203.100420748802,1805.22222222222,146.915436172025
109,-1285.27998962402,258.978177109594,1807.20998535156,159.376036039434
110,-1192.21501159668,299.936715977607,1856.22498779297,145.839857726521
113,-1264.94000549316,192.972271098486,1691.13000488281,153.949176734131
114,-1372.08333333333,204.318490255128,1666.43888346354,158.294506973289
115,-1267.03000183105,298.918993915073,1762.86500244141,152.725166680542
116,-1374.67500610352,221.98040512306,1612.9799987793,164.838119979316
117,-1296.20000305176,295.745783099898,1725.27999267578,152.218996139182
118,-1308.40000305176,283.07940203923,1756.64999389648,152.417501181971
119,-1331.40000610352,293.913184668656,1725.22000732422,145.330077728067
120,-1321.60000332919,199.877792750144,1630.66364080256,134.56614845666
123,-1379.05556233724,197.589442730129,1629.2111070421,162.43487281696
124,-1208.10000610352,300.489470373303,1794.575,152.153596492584
125,-1265.51499938965,295.711170413034,1741.85499267578,158.397732677714
126,-1371.76874160767,208.934959907255,1623.36875152588,144.456313903998
129,-1302.72353587431,193.854834425044,1659.50588091682,154.062514793626
130,-1277.29499816895,297.654161183585,1751.54499511719,154.986313208357
131,-1409.39999389648,212.248021537271,1609.15624237061,146.921638548029
132,-1289.72499465942,199.956270513827,1690.625,139.847085692299
134,-1422.63333468967,208.310214319789,1615.16666666667,163.704269268964
135,-1351.25000305176,243.385257203094,1710.2799987793,160.120607306657
136,-1217.44210976049,298.780174286934,1778.98946982936,160.053878948745
137,-1356.96999816895,225.30399253083,1639.13999633789,165.282842169744
138,-1313.07999572754,202.799901062199,1696.1450012207,156.073638618299
139,-1211.75500183105,302.742623796482,1817.2,154.023430117249
140,-1122.78751373291,149.750113301617,1702.41250610352,146.497040963724
141,-1197.04210462068,180.520424099414,1789.13684082031,153.28838621832
142,-1194.41000061035,186.341502871191,1768.70999755859,155.825210284502
143,-1222.54499511719,235.216702854973,1796.51500244141,170.267768828683
146,-1189.84443495009,282.458769533174,1818.44999864366,127.904290858116
147,-1199.67001342773,294.704630953649,1814.26000366211,147.451208677938
148,-1271.96000976563,244.510328406853,1787.90500488281,148.333028428535
149,-1167.63000793457,299.709318374181,1833.52500610352,149.425092204051
150,-1252.35624694824,194.545087130977,1703.30000305176,140.187654027727
151,-1207.40999755859,184.916441980636,1734.51500244141,159.132582439033
153,-1194.38999633789,193.540888477328,1700.99001464844,171.623295357166
154,-1197.67893580387,178.260427655568,1759.32629394531,159.18893843069
155,-1227.06000061035,187.800257605818,1725.65,155.70838344354
156,-1246.60000449733,187.620261122373,1736.79474198191,153.574510057974
158,-1229.51765352137,185.911626661706,1725.8352840648,153.841700131008
159,-1257.28500976563,236.103204760899,1759.6049987793,164.157025877376
161,-1242.63889227973,185.180912513397,1754.69999186198,157.289637916451
162,-1240.17999572754,209.240102949421,1718.06501464844,160.747543451014
163,-1239.77500152588,190.217335940591,1720.54376220703,139.658551489232
164,-1243.98334418403,185.900477012097,1760.43889024523,156.247597777952
166,-1305.67999267578,249.413208655189,1796.24499511719,144.820505295206
169,-1170.35500793457,201.290538940044,1777.12000732422,160.768655810612
170,-1200.46999511719,185.366046941054,1745.0299987793,157.392108164956
171,-1135.50000305176,300.110501106569,1849.17000732422,158.320639490151
174,-1154.92104299445,241.165429403095,1904.2052708676,159.39779729117
175,-1095.46000976563,181.976377517395,1848.44500732422,157.216776325393
176,-1099.91999816895,206.997631949275,1866.79000854492,160.414386503622
178,-1122.86500549316,252.930152825207,1929.14500732422,148.636318889241
