"SiteID","avg_FDD","sd_FDD","avg_GDD5","sd_GDD5"
"MNP.5550",-343.375001716614,176.953180928606,2531.49001464844,179.741110590628
"MNP.5553",-343.375001716614,176.953180928606,2531.49001464844,179.741110590628
"MNP.5556",-343.375001716614,176.953180928606,2531.49001464844,179.741110590628
"MNP.5578",-342.039999961853,170.218482169935,2558.48999023438,148.033505103503
"MNP.5580",-318.499999745687,195.713116042396,2620.17998046875,158.487403047717
"MNP.5597",-423.43124961853,206.544573629317,2562.44999694824,161.99524726686
"MNP.5614",-479.266670735677,232.186771953583,2616.72000325521,185.570088432128
"MNP.5625",-664.952631900185,277.477019439783,2168.56843647204,138.998043540043
"MNP.5628",-626.338881598579,242.185529882275,2356.51665581597,171.005084520644
"MNP.5642",-679.194999694824,218.940294446104,2323.01001586914,186.852104049037
"MNP.5650",-664.91765459846,171.171726690881,2242.44116210937,169.562043370092
"MNP.5651",-639.670002746582,174.278849620457,2251.91000366211,152.792527190181
"MNP.5652",-624.48999786377,168.148672961667,2240.98998413086,163.001446475245
"MNP.5654",-656.929996490479,252.312223688777,2320.61000976563,164.346363373196
"MNP.5655",-656.929996490479,252.312223688777,2320.61000976563,164.346363373196
"MNP.5670",-873.887502670288,250.944531587167,2100.89998626709,144.649525581589
"MNP.5675",-846.473689029091,269.297175290394,2072.84209883841,132.196568576824
"MNP.5676",-830.652623226768,269.038044133053,2105.89473041735,131.966153068945
"MNP.5683",-700.464994812012,252.31372892772,2105.86502075195,158.58218187033
"MNP.5684",-700.464994812012,252.31372892772,2105.86502075195,158.58218187033
"MNP.5685",-694.060005187988,253.856712574907,2142.73997802734,155.939741019928
"MNP.5694",-778.100006103515,269.352554930389,2092.5299987793,150.084142546722
"MNP.5699",-790.994741339432,296.694313469915,2230.48948910362,163.955357655555
"MNP.5707",-960.468417519018,294.412438397881,2030.31580232319,136.836738564325
"MNP.5713",-1200.78749084473,333.330192618303,1902.71250915527,137.001507747482
"MNP.5714",-1200.78749084473,333.330192618303,1902.71250915527,137.001507747482
"MNP.5717",-881.485012817382,285.942180156539,2235.0200012207,158.124058148412
"MNP.5719",-907.884997558594,287.759063607422,2178.72500610352,162.091349342441
"MNP.5720",-937.264994812012,292.109854949527,2149.54500732422,154.061873633327
"MNP.5731",-1307.88749694824,342.782232353102,1769.30000305176,142.939934131552
"MNP.5735",-669.919993082682,263.235499085339,2047.82001953125,178.801652872578
"MNP.5736",-952.330000305176,284.756380142208,2029.12500610352,151.960854817739
"MNP.5742",-1258.61000061035,311.214026113571,1840.39500732422,128.953312958733
"MNP.5773",-1093.81999816895,200.71941198558,1804.16999511719,140.36398784382
"MNP.5780",-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804
"MNP.5781",-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804
"MNP.5782",-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804
"MNP.5783",-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804
"MNP.5784",-1558.1049987793,245.46154560281,1541.90999145508,175.106807964143
"MNP.6070",-661.400008201599,256.415597552753,2280.23123168945,165.429399172574
