"","f_dis","cwm_pc1"
"150",0.753670024581702,0.389268068452576
"160",0.682347483531155,0.258131466865348
"290",0.771260712791536,-0.404941110379679
"307",0.686680291463551,-0.322098376327245
"678",0.97214018860891,-0.308384816198283
"830",0.827532716555711,-0.197447418567737
"842",0.761442262813629,-0.0195866590322002
"941",0.696077820638888,0.692487243113934
"1089",0.98028025722249,-0.182855498137902
"1096",0.84502996515635,0.163279030674288
"1158",0.868170282192374,-0.00776601492770541
"1196",0.92807742754841,0.151004512706574
"1205",0.853087190606504,0.405996314998464
"1256",0.785161032129013,-0.311647614265171
"1316",1.05087022313314,0.537112521275948
"1317",0.915450240916445,0.432018604029573
"2100",0.807964810357132,0.238282780105486
"2987",0.706980885062605,0.299168411689461
"3923",0.947342287746654,0.119666322768198
"4996",0.780704882791607,0.250415782321135
"6396",0.775855229284087,0.319905523449592
"6417",0.573642668479474,0.0798997300520657
"6521",0.881769042758377,0.214561027327896
"7635",0.864458236505171,0.368586653275222
"7697",0.700906345488643,0.361474574446508
"7833",0.647627786198375,0.409398033437955
"8029",0.928313762113568,0.168938179231981
"8141",0.783239798433638,0.212080229635425
"8713",0.91327178980554,0.171935540256314
"9053",0.692661700353829,0.242928720807299
"9261",0.834487175436947,0.227983562288631
"9518",0.581330841927174,0.132995471018587
"9549",0.454507047757589,1.67433114499105
"9668",0.588055163971363,0.206174044597614
"9865",0.57640007572132,0.172052052184121
"10195",0.863708812298912,0.13702926126768
"10262",0.792105940106546,0.344039945152604
"10307",0.69064054588006,0.219661581730486
"10379",0.866082167589643,0.142593139767122
"10508",0.815451937929634,0.210039927693838
"10748",0.858390623883819,0.271882400316937
"11397",0.978206669778257,0.155584299181256
"11673",0.634918910878886,0.256172760211722
"12105",1.01041242796893,0.0424707534787456
"12720",0.972922153003157,0.38442810646748
"12738",0.96374730144047,0.827401080398076
"13407",0.914974461928266,0.411140650258546
"13807",0.965203678609746,0.086308555604147
"13900",0.871605862418699,0.434305725158907
"14037",0.788102452409673,0.249228588496953
"14538",0.743867119766858,0.140057581935186
"14849",0.906040358483867,0.325652300730531
"15125",0.865379894756213,0.286431393364995
"15318",0.878596085611032,0.912865229787374
"16364",0.91917655272098,0.568767467732837
"16643",0.828876194680339,0.523835301132862
"16781",0.929610636122091,0.159870847957212
"16935",0.718558981935523,0.297325908061334
"17124",0.636131490317175,0.394820452311398
"17148",0.867546103067552,0.378830137126265
"17443",0.797456559627765,0.113579998326477
"17473",0.844533425280419,0.324815328977379
"17557",0.998134097701045,0.16498422784701
"19842",0.811007515307537,-0.0338144561986436
"21002",0.856292822687087,0.216350771234998
"21306",0.944768120899231,0.0705428770002878
"22134",0.851593625462605,-0.0369783777516151
"22196",0.570778918894583,0.329195829648596
"22270",0.911046170342885,0.344507765897367
"22279",0.901103044467925,0.539865580371744
"22310",0.933246210483698,0.620087458430418
"22460",0.99875069381138,0.89755126856044
"22677",0.681804616795411,0.398601058586701
"22812",0.887769698284064,0.0514619556714113
"22866",0.843768196897981,0.27544785159938
"22953",0.935211057243558,0.143415318293823
"23131",0.973645023705446,0.813369517601397
"23132",0.873208156752109,0.332314760491289
"23136",1.08443222973705,0.673684462172125
"23377",0.910391960321752,-0.152325883001613
"23561",1.00402124119857,0.912305098913743
"23819",0.818475045295574,0.247615442510988
"24087",0.823963900423448,0.213606710669946
"24120",0.927723701329131,0.961078543978487
"24564",0.829509487733766,0.282492677283893
"24658",0.79923548112188,0.201599407184036
"24743",0.891001076970825,0.208911160598683
"24774",0.909997998874076,0.280537338142949
"24791",0.854229286126779,0.383292061354233
"25115",0.938085323804131,0.358791449678432
"25166",1.02004273588092,0.423897873250584
"25263",0.775123663313015,0.342146131326762
"25398",0.900860496079824,0.0917127111833353
"25448",0.937771199082732,0.149494820580755
"25660",0.859220882052376,0.178855095290496
"26012",0.901993214043845,0.434809150032551
"26143",0.867253693115116,0.652301255829292
"26169",0.739218703340107,0.744706482703431
"27019",0.782148864582952,0.414327574554695
"27328",0.865456653626027,0.286085998836952
"28028",0.813994210930892,0.687919421090344
"28736",0.930142580786538,0.507756217872751
"29247",0.566065048260314,0.400817471380023
"29552",0.71408699709895,0.540886674094777
"29904",0.828585163647726,0.398816822825751
"31230",0.785352871285464,0.58390493773651
"32666",0.847948494101185,0.770606756544194
"33362",0.931786636674386,0.997580384466689
"34787",0.833975474809452,0.4429958030632
"36254",0.843665560857579,0.701305163699203
"36795",0.673131227285548,0.61002651006454
"37657",0.694673743053372,0.470830562739058
"38011",0.564150324713001,0.577460131669798
"38102",0.262815804452277,0.0819831430736905
"38796",0.761420823024719,0.625879219831816
"39153",0.803045446970962,0.374656488548781
"39203",0.765765479591,0.365140946653507
"41707",0.811058370454786,0.276025899753062
"44067",0.83358182223905,0.235235729037823
