"SiteID","mpd"
150,6.84077892272913
160,6.35133923322778
290,4.98947975621468
307,6.07071454573165
678,7.23432486841357
830,6.26533731278738
842,6.7466494761657
941,5.4072357372883
1089,6.35042206252598
1096,6.51120267456093
1158,7.63300864475077
1196,7.49075272573313
1205,7.75662555376617
1256,5.63970761440896
1316,7.77272042430526
1317,7.67582657502402
2100,7.48871171298583
2987,6.15258508154299
3923,6.96298440145236
4996,6.84806425260181
6396,7.44571807006318
6417,5.45563594866392
6521,6.39575503341264
7635,7.95570126058774
7697,6.19304563514854
7833,4.88219603907392
8029,7.50079374043971
8141,7.48516856223108
8713,7.22285380290277
9053,6.70827748248372
9261,7.72727429424849
9518,5.56090071438529
9549,2.75059286485537
9668,5.08625694511741
9865,5.85973572781541
10195,8.11521870429798
10262,7.14316421232363
10307,7.07044436475834
10379,7.72436069541459
10508,7.79394291463161
10748,7.84040578606713
11397,7.86370681879306
11673,6.72389764206762
12105,7.98420692321683
12720,6.48629148352646
12738,5.95725555010757
13407,8.07229812494479
13807,7.37376170153309
13900,7.61106543724582
14037,7.42479993440449
14538,7.20539349654969
14849,7.73374013040026
15125,8.32505030735256
15318,6.62257969146042
16364,7.62776160813333
16643,7.2402659019976
16781,7.57497423655961
16935,5.90529703949186
17124,6.08221624490318
17148,7.83070971742496
17443,6.53802932401816
17473,7.68829994243655
17557,7.57012809112177
19842,8.00171576593109
21002,7.32113672610584
21306,8.01341024615642
22134,7.02045218932378
22196,6.18192374379354
22270,7.75407715172314
22279,7.67861220998945
22310,7.79257698546112
22460,7.75412430119975
22677,6.55795951467836
22812,7.75732584413796
22866,7.62764613293087
22953,7.80734650547428
23131,7.56650230535008
23132,7.91012955768051
23136,7.9967617238591
23377,4.6875667078275
23561,7.2033515767552
23819,7.05391082273573
24087,7.16888377875091
24120,6.89332479974457
24564,7.76838726494284
24658,7.10134722860131
24743,8.30716035388638
24774,8.23623469984025
24791,7.65573550453621
25115,8.29177533193271
25166,8.38519085737877
25263,7.321003566564
25398,7.75417107549815
25448,8.02379013348984
25660,7.77652587240738
26012,8.1648090581302
26143,7.62781159705937
26169,6.45067072229651
27019,6.53416133731157
27328,7.74703481174023
28028,7.12733297538406
28736,7.76742419713314
29247,5.89683401552351
29552,7.09678293965921
29904,7.37547600749673
31230,7.48403739885506
32666,6.81973029918397
33362,7.15172626001131
34787,7.28163093399704
36254,7.3035561753274
36795,6.22055451966502
37657,6.24943395510924
38011,6.01278983256933
38102,2.99977061725993
38796,7.04632612772733
39153,7.34970441638078
39203,7.28257582740404
41707,7.58671627653307
44067,7.71552689611059
