"SiteID","mpd"
33,106.632460069555
71,148.793572260095
80,146.697957228858
107,152.866878929689
232,154.311863689618
246,145.879655461104
249,143.02936891598
251,147.040319043671
255,149.906512724957
258,139.169207880212
260,130.789083296007
261,160.165891266996
262,163.001453569518
267,138.461758435331
269,134.432065341714
271,148.664784314966
280,155.62680270375
281,146.524192900111
284,138.122361939164
285,145.387878207848
286,147.208814549329
288,130.646914013289
290,147.508689261708
293,144.591322133489
294,141.516400167254
295,150.099859936704
298,159.943677238591
